iter	Accuracy	Logloss
884	0.8543897216	0.3919689781
885	0.8543897216	0.3917427192
886	0.8543897216	0.3916770052
887	0.8543897216	0.3915227889
888	0.8543897216	0.3913854223
889	0.8543897216	0.3911939289
890	0.8543897216	0.3908928995
891	0.8543897216	0.3907502625
892	0.8543897216	0.3904999647
893	0.8543897216	0.390345302
894	0.8543897216	0.3902568705
895	0.8543897216	0.3899326882
896	0.8543897216	0.3897340642
897	0.8565310493	0.389578826
898	0.8565310493	0.3894613695
899	0.8565310493	0.389235314
900	0.8565310493	0.3889988927
901	0.8565310493	0.3887840435
902	0.8565310493	0.3885265486
903	0.8565310493	0.3883782229
904	0.8586723769	0.3882273893
905	0.8586723769	0.3881012782
906	0.8586723769	0.3879951131
907	0.8586723769	0.3878386607
908	0.8586723769	0.3876197916
909	0.8586723769	0.3874971234
910	0.8586723769	0.3874299284
911	0.8586723769	0.3872956724
912	0.8586723769	0.3871294907
913	0.8586723769	0.3869459059
914	0.8586723769	0.3867572051
915	0.8586723769	0.386567987
916	0.8586723769	0.3862276498
917	0.8586723769	0.3860761682
918	0.8586723769	0.3859078938
919	0.8608137045	0.3857826518
920	0.8608137045	0.3856620697
921	0.8608137045	0.385458559
922	0.8608137045	0.385284917
923	0.8608137045	0.3852630395
924	0.8608137045	0.3850334839
925	0.8608137045	0.3849082156
926	0.8608137045	0.3846023367
927	0.8608137045	0.3843918309
928	0.8608137045	0.3841481426
929	0.8608137045	0.384091245
930	0.8608137045	0.3839610003
931	0.8608137045	0.3837340219
932	0.8608137045	0.3836032199
933	0.8586723769	0.3833866756
934	0.8586723769	0.3831155761
935	0.8586723769	0.3829869597
936	0.8586723769	0.3829442939
937	0.8586723769	0.382754519
938	0.8586723769	0.3825717213
939	0.8586723769	0.3823891279
940	0.8586723769	0.3821879565
941	0.8586723769	0.3821237392
942	0.8586723769	0.3819338573
943	0.8586723769	0.3817472853
944	0.8586723769	0.3815614537
945	0.8586723769	0.3814269704
946	0.8586723769	0.381273897
947	0.8586723769	0.3811040684
948	0.8586723769	0.3809306656
949	0.8586723769	0.3807170531
950	0.8586723769	0.3806353644
951	0.8586723769	0.3804708886
952	0.8608137045	0.3802992651
953	0.8608137045	0.3801910696
954	0.8608137045	0.3800640587
955	0.8608137045	0.379741341
956	0.8608137045	0.3795334344
957	0.8608137045	0.379336196
958	0.8608137045	0.3791244298
959	0.8608137045	0.3789618928
960	0.8608137045	0.3787295711
961	0.8608137045	0.3786838674
962	0.8608137045	0.3785281858
963	0.8608137045	0.3783877329
964	0.8608137045	0.3781251734
965	0.8608137045	0.3780489842
966	0.8608137045	0.3779088303
967	0.8608137045	0.3777631778
968	0.8608137045	0.3773874532
969	0.8608137045	0.3771386989
970	0.8608137045	0.377034147
971	0.8608137045	0.3766603736
972	0.8608137045	0.3765542956
973	0.8608137045	0.3762859649
974	0.8608137045	0.3761796605
975	0.8629550321	0.3759094549
976	0.8629550321	0.3756425943
977	0.8629550321	0.3755182646
978	0.8629550321	0.3753882194
979	0.8608137045	0.3752418981
980	0.8629550321	0.3750244738
981	0.8629550321	0.3750011496
982	0.8608137045	0.3749151331
983	0.8608137045	0.3748066981
984	0.8629550321	0.3746479448
985	0.8608137045	0.374467583
986	0.8608137045	0.3743410346
987	0.8608137045	0.3741856937
988	0.8608137045	0.3741363046
989	0.8608137045	0.3740938356
990	0.8608137045	0.3740756982
991	0.8608137045	0.373990881
992	0.8608137045	0.3738682122
993	0.8629550321	0.3735814355
994	0.8629550321	0.3735436068
995	0.8608137045	0.3733644413
996	0.8608137045	0.3731286519
997	0.8608137045	0.3729801143
998	0.8608137045	0.3728286551
999	0.8608137045	0.3727088916
3649982695
